  
       XFOIL         Version 6.99
  
 Calculated polar for: NASA/LANGLEY NLF 0414F AIRFOIL                  
   2.000   0.5772   0.00000  -0.00149  -0.0797   0.0000   0.0000
   2.100   0.5894   0.00000  -0.00148  -0.0800   0.0000   0.0000
   2.200   0.6015   0.00000  -0.00148  -0.0803   0.0000   0.0000
   2.300   0.6136   0.00000  -0.00148  -0.0805   0.0000   0.0000
   2.400   0.6257   0.00000  -0.00148  -0.0808   0.0000   0.0000
   2.500   0.6378   0.00000  -0.00148  -0.0810   0.0000   0.0000
   2.600   0.6499   0.00000  -0.00148  -0.0813   0.0000   0.0000
   2.700   0.6620   0.00000  -0.00148  -0.0816   0.0000   0.0000
   2.800   0.6741   0.00000  -0.00148  -0.0818   0.0000   0.0000
   2.900   0.6862   0.00000  -0.00148  -0.0821   0.0000   0.0000
   3.000   0.6983   0.00000  -0.00148  -0.0823   0.0000   0.0000
   3.100   0.7104   0.00000  -0.00148  -0.0826   0.0000   0.0000
   3.200   0.7225   0.00000  -0.00148  -0.0829   0.0000   0.0000
   3.300   0.7346   0.00000  -0.00148  -0.0831   0.0000   0.0000
   3.400   0.7467   0.00000  -0.00148  -0.0834   0.0000   0.0000
   3.500   0.7588   0.00000  -0.00148  -0.0837   0.0000   0.0000
   3.600   0.7708   0.00000  -0.00148  -0.0839   0.0000   0.0000
   3.700   0.7829   0.00000  -0.00148  -0.0842   0.0000   0.0000
   3.800   0.7950   0.00000  -0.00149  -0.0844   0.0000   0.0000
   3.900   0.8071   0.00000  -0.00149  -0.0847   0.0000   0.0000
   4.000   0.8192   0.00000  -0.00149  -0.0850   0.0000   0.0000
   4.100   0.8312   0.00000  -0.00149  -0.0852   0.0000   0.0000
   4.200   0.8433   0.00000  -0.00149  -0.0855   0.0000   0.0000
   4.300   0.8554   0.00000  -0.00150  -0.0858   0.0000   0.0000
   4.400   0.8674   0.00000  -0.00150  -0.0860   0.0000   0.0000
   4.500   0.8795   0.00000  -0.00150  -0.0863   0.0000   0.0000
   4.600   0.8915   0.00000  -0.00151  -0.0866   0.0000   0.0000
   4.700   0.9036   0.00000  -0.00151  -0.0868   0.0000   0.0000
   4.800   0.9156   0.00000  -0.00151  -0.0871   0.0000   0.0000
   4.900   0.9277   0.00000  -0.00152  -0.0874   0.0000   0.0000
   5.000   0.9397   0.00000  -0.00152  -0.0876   0.0000   0.0000
   5.100   0.9518   0.00000  -0.00152  -0.0879   0.0000   0.0000
   5.200   0.9638   0.00000  -0.00153  -0.0881   0.0000   0.0000
   5.300   0.9758   0.00000  -0.00153  -0.0884   0.0000   0.0000
   5.400   0.9879   0.00000  -0.00154  -0.0887   0.0000   0.0000
   5.500   0.9999   0.00000  -0.00154  -0.0889   0.0000   0.0000
   5.600   1.0119   0.00000  -0.00155  -0.0892   0.0000   0.0000
   5.700   1.0240   0.00000  -0.00155  -0.0895   0.0000   0.0000
   5.800   1.0360   0.00000  -0.00156  -0.0897   0.0000   0.0000
   5.900   1.0480   0.00000  -0.00157  -0.0900   0.0000   0.0000
   6.000   1.0600   0.00000  -0.00157  -0.0903   0.0000   0.0000
   6.100   1.0720   0.00000  -0.00158  -0.0905   0.0000   0.0000
   6.200   1.0840   0.00000  -0.00159  -0.0908   0.0000   0.0000
   6.300   1.0960   0.00000  -0.00159  -0.0911   0.0000   0.0000
   6.400   1.1080   0.00000  -0.00160  -0.0913   0.0000   0.0000
   6.500   1.1200   0.00000  -0.00161  -0.0916   0.0000   0.0000
   6.600   1.1320   0.00000  -0.00161  -0.0919   0.0000   0.0000
   6.700   1.1440   0.00000  -0.00162  -0.0921   0.0000   0.0000
   6.800   1.1560   0.00000  -0.00163  -0.0924   0.0000   0.0000
   6.900   1.1680   0.00000  -0.00164  -0.0927   0.0000   0.0000
   7.000   1.1799   0.00000  -0.00165  -0.0929   0.0000   0.0000
   7.100   1.1919   0.00000  -0.00165  -0.0932   0.0000   0.0000
   7.200   1.2039   0.00000  -0.00166  -0.0935   0.0000   0.0000
   7.300   1.2159   0.00000  -0.00167  -0.0937   0.0000   0.0000
   7.400   1.2278   0.00000  -0.00168  -0.0940   0.0000   0.0000
   7.500   1.2398   0.00000  -0.00169  -0.0943   0.0000   0.0000
   7.600   1.2517   0.00000  -0.00170  -0.0945   0.0000   0.0000
   7.700   1.2637   0.00000  -0.00171  -0.0948   0.0000   0.0000
   7.800   1.2756   0.00000  -0.00172  -0.0951   0.0000   0.0000
   7.900   1.2876   0.00000  -0.00173  -0.0953   0.0000   0.0000
   8.000   1.2995   0.00000  -0.00174  -0.0956   0.0000   0.0000
   8.100   1.3114   0.00000  -0.00175  -0.0959   0.0000   0.0000
   8.200   1.3234   0.00000  -0.00176  -0.0961   0.0000   0.0000
   8.300   1.3353   0.00000  -0.00177  -0.0964   0.0000   0.0000
   8.400   1.3472   0.00000  -0.00179  -0.0967   0.0000   0.0000
   8.500   1.3591   0.00000  -0.00180  -0.0969   0.0000   0.0000
   8.600   1.3711   0.00000  -0.00181  -0.0972   0.0000   0.0000
   8.700   1.3830   0.00000  -0.00182  -0.0974   0.0000   0.0000
   8.800   1.3949   0.00000  -0.00183  -0.0977   0.0000   0.0000
   8.900   1.4068   0.00000  -0.00185  -0.0980   0.0000   0.0000
   9.000   1.4187   0.00000  -0.00186  -0.0982   0.0000   0.0000
   9.100   1.4306   0.00000  -0.00187  -0.0985   0.0000   0.0000
   9.200   1.4425   0.00000  -0.00189  -0.0988   0.0000   0.0000
   9.300   1.4543   0.00000  -0.00190  -0.0990   0.0000   0.0000
   9.400   1.4662   0.00000  -0.00191  -0.0993   0.0000   0.0000
   9.500   1.4781   0.00000  -0.00193  -0.0996   0.0000   0.0000
   9.600   1.4900   0.00000  -0.00194  -0.0998   0.0000   0.0000
   9.700   1.5018   0.00000  -0.00196  -0.1001   0.0000   0.0000
   9.800   1.5137   0.00000  -0.00197  -0.1004   0.0000   0.0000
   9.900   1.5256   0.00000  -0.00199  -0.1006   0.0000   0.0000
  10.000   1.5374   0.00000  -0.00200  -0.1009   0.0000   0.0000
  10.100   1.5492   0.00000  -0.00202  -0.1012   0.0000   0.0000
  10.200   1.5611   0.00000  -0.00203  -0.1014   0.0000   0.0000
  10.300   1.5729   0.00000  -0.00205  -0.1017   0.0000   0.0000
  10.400   1.5848   0.00000  -0.00206  -0.1020   0.0000   0.0000
  10.500   1.5966   0.00000  -0.00208  -0.1022   0.0000   0.0000
  10.600   1.6084   0.00000  -0.00210  -0.1025   0.0000   0.0000
  10.700   1.6202   0.00000  -0.00211  -0.1028   0.0000   0.0000
  10.800   1.6320   0.00000  -0.00213  -0.1030   0.0000   0.0000
  10.900   1.6438   0.00000  -0.00215  -0.1033   0.0000   0.0000
  11.000   1.6557   0.00000  -0.00217  -0.1036   0.0000   0.0000
  11.100   1.6675   0.00000  -0.00218  -0.1038   0.0000   0.0000
  11.200   1.6792   0.00000  -0.00220  -0.1041   0.0000   0.0000
  11.300   1.6910   0.00000  -0.00222  -0.1043   0.0000   0.0000
  11.400   1.7028   0.00000  -0.00224  -0.1046   0.0000   0.0000
  11.500   1.7146   0.00000  -0.00226  -0.1049   0.0000   0.0000
  11.600   1.7264   0.00000  -0.00228  -0.1051   0.0000   0.0000
  11.700   1.7381   0.00000  -0.00229  -0.1054   0.0000   0.0000
  11.800   1.7499   0.00000  -0.00231  -0.1057   0.0000   0.0000
  11.900   1.7616   0.00000  -0.00233  -0.1059   0.0000   0.0000
  12.000   1.7734   0.00000  -0.00235  -0.1062   0.0000   0.0000
  12.100   1.7851   0.00000  -0.00237  -0.1065   0.0000   0.0000
  12.200   1.7969   0.00000  -0.00239  -0.1067   0.0000   0.0000
  12.300   1.8086   0.00000  -0.00241  -0.1070   0.0000   0.0000
  12.400   1.8203   0.00000  -0.00244  -0.1072   0.0000   0.0000
  12.500   1.8321   0.00000  -0.00246  -0.1075   0.0000   0.0000
  12.600   1.8438   0.00000  -0.00248  -0.1078   0.0000   0.0000
  12.700   1.8555   0.00000  -0.00250  -0.1080   0.0000   0.0000
  12.800   1.8672   0.00000  -0.00252  -0.1083   0.0000   0.0000
  12.900   1.8789   0.00000  -0.00254  -0.1086   0.0000   0.0000
  13.000   1.8906   0.00000  -0.00257  -0.1088   0.0000   0.0000
  13.100   1.9023   0.00000  -0.00259  -0.1091   0.0000   0.0000
  13.200   1.9140   0.00000  -0.00261  -0.1093   0.0000   0.0000
  13.300   1.9256   0.00000  -0.00263  -0.1096   0.0000   0.0000
  13.400   1.9373   0.00000  -0.00266  -0.1099   0.0000   0.0000
  13.500   1.9490   0.00000  -0.00268  -0.1101   0.0000   0.0000
  13.600   1.9606   0.00000  -0.00270  -0.1104   0.0000   0.0000
  13.700   1.9723   0.00000  -0.00273  -0.1106   0.0000   0.0000
  13.800   1.9839   0.00000  -0.00275  -0.1109   0.0000   0.0000
  13.900   1.9956   0.00000  -0.00278  -0.1112   0.0000   0.0000
  14.000   2.0072   0.00000  -0.00280  -0.1114   0.0000   0.0000
  14.100   2.0188   0.00000  -0.00283  -0.1117   0.0000   0.0000
  14.200   2.0305   0.00000  -0.00285  -0.1119   0.0000   0.0000
  14.300   2.0421   0.00000  -0.00288  -0.1122   0.0000   0.0000
  14.400   2.0537   0.00000  -0.00290  -0.1125   0.0000   0.0000
  14.500   2.0653   0.00000  -0.00293  -0.1127   0.0000   0.0000
  14.600   2.0769   0.00000  -0.00295  -0.1130   0.0000   0.0000
  14.700   2.0885   0.00000  -0.00298  -0.1132   0.0000   0.0000
  14.800   2.1001   0.00000  -0.00301  -0.1135   0.0000   0.0000
  14.900   2.1116   0.00000  -0.00303  -0.1138   0.0000   0.0000
  15.000   2.1232   0.00000  -0.00306  -0.1140   0.0000   0.0000
  15.100   2.1348   0.00000  -0.00309  -0.1143   0.0000   0.0000
  15.200   2.1463   0.00000  -0.00312  -0.1145   0.0000   0.0000
  15.300   2.1579   0.00000  -0.00314  -0.1148   0.0000   0.0000
  15.400   2.1694   0.00000  -0.00317  -0.1150   0.0000   0.0000
  15.500   2.1810   0.00000  -0.00320  -0.1153   0.0000   0.0000
  15.600   2.1925   0.00000  -0.00323  -0.1156   0.0000   0.0000
  15.700   2.2040   0.00000  -0.00326  -0.1158   0.0000   0.0000
  15.800   2.2155   0.00000  -0.00329  -0.1161   0.0000   0.0000
  15.900   2.2271   0.00000  -0.00332  -0.1163   0.0000   0.0000
  16.000   2.2386   0.00000  -0.00334  -0.1166   0.0000   0.0000
  16.100   2.2501   0.00000  -0.00337  -0.1168   0.0000   0.0000
  16.200   2.2616   0.00000  -0.00340  -0.1171   0.0000   0.0000
  16.300   2.2730   0.00000  -0.00343  -0.1173   0.0000   0.0000
  16.400   2.2845   0.00000  -0.00346  -0.1176   0.0000   0.0000
  16.500   2.2960   0.00000  -0.00350  -0.1179   0.0000   0.0000
  16.600   2.3075   0.00000  -0.00353  -0.1181   0.0000   0.0000
  16.700   2.3189   0.00000  -0.00356  -0.1184   0.0000   0.0000
  16.800   2.3304   0.00000  -0.00359  -0.1186   0.0000   0.0000
  16.900   2.3418   0.00000  -0.00362  -0.1189   0.0000   0.0000
  17.000   2.3532   0.00000  -0.00365  -0.1191   0.0000   0.0000
  17.100   2.3647   0.00000  -0.00368  -0.1194   0.0000   0.0000
  17.200   2.3761   0.00000  -0.00372  -0.1196   0.0000   0.0000
  17.300   2.3875   0.00000  -0.00375  -0.1199   0.0000   0.0000
  17.400   2.3989   0.00000  -0.00378  -0.1201   0.0000   0.0000
  17.500   2.4103   0.00000  -0.00381  -0.1204   0.0000   0.0000
  17.600   2.4217   0.00000  -0.00385  -0.1206   0.0000   0.0000
  17.700   2.4331   0.00000  -0.00388  -0.1209   0.0000   0.0000
  17.800   2.4445   0.00000  -0.00392  -0.1211   0.0000   0.0000
  17.900   2.4558   0.00000  -0.00395  -0.1214   0.0000   0.0000
  18.000   2.4672   0.00000  -0.00398  -0.1216   0.0000   0.0000
  18.100   2.4786   0.00000  -0.00402  -0.1219   0.0000   0.0000
  18.200   2.4899   0.00000  -0.00405  -0.1221   0.0000   0.0000
  18.300   2.5012   0.00000  -0.00409  -0.1224   0.0000   0.0000
  18.400   2.5126   0.00000  -0.00412  -0.1226   0.0000   0.0000
  18.500   2.5239   0.00000  -0.00416  -0.1229   0.0000   0.0000
  18.600   2.5352   0.00000  -0.00419  -0.1231   0.0000   0.0000
  18.700   2.5465   0.00000  -0.00423  -0.1234   0.0000   0.0000
  18.800   2.5578   0.00000  -0.00426  -0.1236   0.0000   0.0000
  18.900   2.5691   0.00000  -0.00430  -0.1239   0.0000   0.0000
  19.000   2.5804   0.00000  -0.00434  -0.1241   0.0000   0.0000
  19.100   2.5917   0.00000  -0.00437  -0.1244   0.0000   0.0000
  19.200   2.6030   0.00000  -0.00441  -0.1246   0.0000   0.0000
  19.300   2.6142   0.00000  -0.00445  -0.1249   0.0000   0.0000
  19.400   2.6255   0.00000  -0.00449  -0.1251   0.0000   0.0000
  19.500   2.6367   0.00000  -0.00452  -0.1253   0.0000   0.0000
  19.600   2.6480   0.00000  -0.00456  -0.1256   0.0000   0.0000
  19.700   2.6592   0.00000  -0.00460  -0.1258   0.0000   0.0000
  19.800   2.6704   0.00000  -0.00464  -0.1261   0.0000   0.0000
  19.900   2.6816   0.00000  -0.00468  -0.1263   0.0000   0.0000
  20.000   2.6928   0.00000  -0.00472  -0.1266   0.0000   0.0000
  20.100   2.7040   0.00000  -0.00475  -0.1268   0.0000   0.0000
  20.200   2.7152   0.00000  -0.00479  -0.1270   0.0000   0.0000
  20.300   2.7264   0.00000  -0.00483  -0.1273   0.0000   0.0000
  20.400   2.7376   0.00000  -0.00487  -0.1275   0.0000   0.0000
  20.500   2.7488   0.00000  -0.00491  -0.1278   0.0000   0.0000
  20.600   2.7599   0.00000  -0.00495  -0.1280   0.0000   0.0000
  20.700   2.7711   0.00000  -0.00499  -0.1282   0.0000   0.0000
  20.800   2.7822   0.00000  -0.00503  -0.1285   0.0000   0.0000
  20.900   2.7933   0.00000  -0.00507  -0.1287   0.0000   0.0000
  21.000   2.8045   0.00000  -0.00512  -0.1290   0.0000   0.0000
  21.100   2.8156   0.00000  -0.00516  -0.1292   0.0000   0.0000
  21.200   2.8267   0.00000  -0.00520  -0.1294   0.0000   0.0000
  21.300   2.8378   0.00000  -0.00524  -0.1297   0.0000   0.0000
  21.400   2.8489   0.00000  -0.00528  -0.1299   0.0000   0.0000
  21.500   2.8600   0.00000  -0.00532  -0.1302   0.0000   0.0000
  21.600   2.8710   0.00000  -0.00537  -0.1304   0.0000   0.0000
  21.700   2.8821   0.00000  -0.00541  -0.1306   0.0000   0.0000
  21.800   2.8932   0.00000  -0.00545  -0.1309   0.0000   0.0000
  21.900   2.9042   0.00000  -0.00549  -0.1311   0.0000   0.0000
  22.000   2.9152   0.00000  -0.00554  -0.1313   0.0000   0.0000
  22.100   2.9263   0.00000  -0.00558  -0.1316   0.0000   0.0000
  22.200   2.9373   0.00000  -0.00563  -0.1318   0.0000   0.0000
  22.300   2.9483   0.00000  -0.00567  -0.1320   0.0000   0.0000
  22.400   2.9593   0.00000  -0.00571  -0.1323   0.0000   0.0000
  22.500   2.9703   0.00000  -0.00576  -0.1325   0.0000   0.0000
  22.600   2.9813   0.00000  -0.00580  -0.1327   0.0000   0.0000
  22.700   2.9923   0.00000  -0.00585  -0.1330   0.0000   0.0000
  22.800   3.0032   0.00000  -0.00589  -0.1332   0.0000   0.0000
  22.900   3.0142   0.00000  -0.00594  -0.1334   0.0000   0.0000
  23.000   3.0251   0.00000  -0.00598  -0.1337   0.0000   0.0000
  23.100   3.0361   0.00000  -0.00603  -0.1339   0.0000   0.0000
  23.200   3.0470   0.00000  -0.00607  -0.1341   0.0000   0.0000
  23.300   3.0579   0.00000  -0.00612  -0.1343   0.0000   0.0000
  23.400   3.0688   0.00000  -0.00617  -0.1346   0.0000   0.0000
  23.500   3.0797   0.00000  -0.00621  -0.1348   0.0000   0.0000
  23.600   3.0906   0.00000  -0.00626  -0.1350   0.0000   0.0000
  23.700   3.1015   0.00000  -0.00631  -0.1352   0.0000   0.0000
  23.800   3.1124   0.00000  -0.00635  -0.1355   0.0000   0.0000
  23.900   3.1232   0.00000  -0.00640  -0.1357   0.0000   0.0000
  24.000   3.1341   0.00000  -0.00645  -0.1359   0.0000   0.0000
  24.100   3.1450   0.00000  -0.00650  -0.1362   0.0000   0.0000
  24.200   3.1558   0.00000  -0.00654  -0.1364   0.0000   0.0000
  24.300   3.1666   0.00000  -0.00659  -0.1366   0.0000   0.0000
  24.400   3.1774   0.00000  -0.00664  -0.1368   0.0000   0.0000
  24.500   3.1882   0.00000  -0.00669  -0.1370   0.0000   0.0000
  24.600   3.1990   0.00000  -0.00674  -0.1373   0.0000   0.0000
  24.700   3.2098   0.00000  -0.00679  -0.1375   0.0000   0.0000
  24.800   3.2206   0.00000  -0.00683  -0.1377   0.0000   0.0000
  24.900   3.2314   0.00000  -0.00688  -0.1379   0.0000   0.0000
  25.000   3.2421   0.00000  -0.00693  -0.1382   0.0000   0.0000
  25.100   3.2529   0.00000  -0.00698  -0.1384   0.0000   0.0000
  25.200   3.2636   0.00000  -0.00703  -0.1386   0.0000   0.0000
  25.300   3.2744   0.00000  -0.00708  -0.1388   0.0000   0.0000
  25.400   3.2851   0.00000  -0.00713  -0.1390   0.0000   0.0000
  25.500   3.2958   0.00000  -0.00718  -0.1392   0.0000   0.0000
  25.600   3.3065   0.00000  -0.00723  -0.1395   0.0000   0.0000
  25.700   3.3172   0.00000  -0.00729  -0.1397   0.0000   0.0000
  25.800   3.3279   0.00000  -0.00734  -0.1399   0.0000   0.0000
  25.900   3.3385   0.00000  -0.00739  -0.1401   0.0000   0.0000
  26.000   3.3492   0.00000  -0.00744  -0.1403   0.0000   0.0000
  26.100   3.3599   0.00000  -0.00749  -0.1405   0.0000   0.0000
  26.200   3.3705   0.00000  -0.00754  -0.1408   0.0000   0.0000
  26.300   3.3811   0.00000  -0.00759  -0.1410   0.0000   0.0000
  26.400   3.3917   0.00000  -0.00765  -0.1412   0.0000   0.0000
  26.500   3.4024   0.00000  -0.00770  -0.1414   0.0000   0.0000
  26.600   3.4130   0.00000  -0.00775  -0.1416   0.0000   0.0000
  26.700   3.4235   0.00000  -0.00780  -0.1418   0.0000   0.0000
  26.800   3.4341   0.00000  -0.00786  -0.1420   0.0000   0.0000
  26.900   3.4447   0.00000  -0.00791  -0.1422   0.0000   0.0000
  27.000   3.4553   0.00000  -0.00796  -0.1424   0.0000   0.0000
  27.100   3.4658   0.00000  -0.00802  -0.1426   0.0000   0.0000
  27.200   3.4763   0.00000  -0.00807  -0.1429   0.0000   0.0000
  27.300   3.4869   0.00000  -0.00812  -0.1431   0.0000   0.0000
  27.400   3.4974   0.00000  -0.00818  -0.1433   0.0000   0.0000
  27.500   3.5079   0.00000  -0.00823  -0.1435   0.0000   0.0000
  27.600   3.5184   0.00000  -0.00829  -0.1437   0.0000   0.0000
  27.700   3.5289   0.00000  -0.00834  -0.1439   0.0000   0.0000
  27.800   3.5393   0.00000  -0.00840  -0.1441   0.0000   0.0000
  27.900   3.5498   0.00000  -0.00845  -0.1443   0.0000   0.0000
  28.000   3.5603   0.00000  -0.00850  -0.1445   0.0000   0.0000
  28.100   3.5707   0.00000  -0.00856  -0.1447   0.0000   0.0000
  28.200   3.5811   0.00000  -0.00862  -0.1449   0.0000   0.0000
  28.300   3.5916   0.00000  -0.00867  -0.1451   0.0000   0.0000
  28.400   3.6020   0.00000  -0.00873  -0.1453   0.0000   0.0000
  28.500   3.6124   0.00000  -0.00878  -0.1455   0.0000   0.0000
  28.600   3.6228   0.00000  -0.00884  -0.1457   0.0000   0.0000
  28.700   3.6331   0.00000  -0.00889  -0.1459   0.0000   0.0000
  28.800   3.6435   0.00000  -0.00895  -0.1461   0.0000   0.0000
  28.900   3.6539   0.00000  -0.00901  -0.1463   0.0000   0.0000
  29.000   3.6642   0.00000  -0.00906  -0.1465   0.0000   0.0000
  29.100   3.6745   0.00000  -0.00912  -0.1467   0.0000   0.0000
  29.200   3.6849   0.00000  -0.00918  -0.1469   0.0000   0.0000
  29.300   3.6952   0.00000  -0.00923  -0.1471   0.0000   0.0000
  29.400   3.7055   0.00000  -0.00929  -0.1473   0.0000   0.0000
  29.500   3.7158   0.00000  -0.00935  -0.1475   0.0000   0.0000
  29.600   3.7261   0.00000  -0.00941  -0.1477   0.0000   0.0000
  29.700   3.7363   0.00000  -0.00946  -0.1479   0.0000   0.0000
  29.800   3.7466   0.00000  -0.00952  -0.1481   0.0000   0.0000
  29.900   3.7568   0.00000  -0.00958  -0.1482   0.0000   0.0000
  30.000   3.7671   0.00000  -0.00964  -0.1484   0.0000   0.0000
